Temperature,Humidity,SquareFootage,Occupancy,RenewableEnergy,Timestamp,HVACUsage,LightingUsage,DayOfWeek,Holiday,EnergyConsumption,Timestamp
0.05551436212655448,-0.23064152283190548,0.22770478036755187,0.14629047378065807,-1.4137222634636886,2022-01-01 00:00:00,On,Off,Monday,No,75.36437339539214,2022-01-01 00:00:00
0.9697376417302149,1.037096353404192,-0.3086902614282577,-1.250277295008442,0.7662916494766662,2022-01-01 01:00:00,On,On,Saturday,No,83.40185495035139,2022-01-01 01:00:00
1.3127635576350614,1.58694187489485,0.8868713936572734,-0.9011353528111669,-0.9572842078256293,2022-01-01 02:00:00,Off,Off,Sunday,No,78.27088774061066,2022-01-01 02:00:00
-1.7286813544280248,0.5844313689569034,-0.1655926869169256,-1.250277295008442,-0.7446472384105829,2022-01-01 03:00:00,Off,On,Wednesday,No,56.51985048548002,2022-01-01 03:00:00
-0.6646844856762678,0.7053740805448987,-1.4081091116905793,1.5428582425697581,-1.3797156328203806,2022-01-01 04:00:00,On,Off,Friday,No,70.81173246793318,2022-01-01 04:00:00
1.6202161170032148,-1.0066360985833036,1.2892452393201925,0.4954324159779331,0.28529026007185865,2022-01-01 05:00:00,Off,Off,Sunday,Yes,84.32188519433718,2022-01-01 05:00:00
0.05259899762918462,-1.1375448731057172,0.37099602166757467,0.4954324159779331,1.0446541965061464,2022-01-01 06:00:00,On,Off,Friday,Yes,76.16579090213895,2022-01-01 06:00:00
-0.6345356328739863,-1.6108120491576343,0.4644974903633212,1.193716300372483,1.4167163053359937,2022-01-01 07:00:00,Off,Off,Thursday,Yes,74.1319061773031,2022-01-01 07:00:00
0.14458933208899719,0.117908887432545,-0.9010271452978702,0.4954324159779331,-1.467157145891554,2022-01-01 08:00:00,On,Off,Sunday,No,78.20623587095885,2022-01-01 08:00:00
-0.9767392709797388,-1.524073947426206,0.7124034773591317,-1.250277295008442,1.6023782337797046,2022-01-01 09:00:00,On,Off,Tuesday,No,77.99221370196022,2022-01-01 09:00:00
1.087237609587242,-1.0504184839527757,-0.5501190349955636,-0.9011353528111669,-1.6908427209142014,2022-01-01 10:00:00,Off,Off,Monday,Yes,82.27443448386548,2022-01-01 10:00:00
-0.5499975142156319,-1.746176199517978,0.3620362540701097,0.4954324159779331,0.5029701743308472,2022-01-01 11:00:00,On,On,Thursday,Yes,73.27866950427382,2022-01-01 11:00:00
0.1434921854757175,0.2590367971458272,-0.8860771987690287,-1.250277295008442,0.7624089762144128,2022-01-01 12:00:00,On,Off,Tuesday,Yes,84.14477565753458,2022-01-01 12:00:00
-1.7363456669523623,-0.41502263287319846,1.0614882955169729,-0.9011353528111669,-1.0007230525966473,2022-01-01 13:00:00,Off,Off,Friday,Yes,60.0225185622203,2022-01-01 13:00:00
0.6170132348561178,-0.951013434120563,-0.27856587782584025,0.4954324159779331,-0.34989127270798537,2022-01-01 14:00:00,Off,Off,Friday,Yes,81.18318756246354,2022-01-01 14:00:00
-1.0163476409596808,1.2571008565507475,-1.2323186280506344,1.193716300372483,-0.4841299429824213,2022-01-01 15:00:00,Off,On,Sunday,No,74.081256288494,2022-01-01 15:00:00
1.531883352233919,1.357515482664507,0.4190770920557152,-1.5994192372057168,0.03674256650188661,2022-01-01 16:00:00,On,On,Friday,No,89.4982076601557,2022-01-01 16:00:00
-0.4371747257713566,-0.36989991664636673,-0.2999132540512342,-1.250277295008442,-1.280338546641436,2022-01-01 17:00:00,On,Off,Sunday,Yes,72.87244263642421,2022-01-01 17:00:00
0.8965701777646937,0.20870135997742173,1.1521905096402205,1.5428582425697581,0.5212061029948479,2022-01-01 18:00:00,On,Off,Thursday,No,83.8998965998896,2022-01-01 18:00:00
0.9343777616257641,-1.0869647002761231,-0.862020947606164,-0.20285146841661691,-0.7189497244820704,2022-01-01 19:00:00,On,On,Wednesday,Yes,82.07757940317406,2022-01-01 19:00:00
1.3130166745171528,1.7072331024714948,-1.0017901637141278,1.5428582425697581,-0.3922459690952788,2022-01-01 20:00:00,On,On,Friday,Yes,94.236287728335,2022-01-01 20:00:00
-1.3687211665232548,-1.759017100024559,0.6141809068862737,-0.551993410613892,-0.07042338402084536,2022-01-01 21:00:00,Off,Off,Sunday,Yes,59.672380432970826,2022-01-01 21:00:00
-0.6986967572011975,-0.20635375282022997,-0.9426084912919006,-1.250277295008442,-1.2389080694050028,2022-01-01 22:00:00,Off,Off,Saturday,No,70.23522761734993,2022-01-01 22:00:00
-0.08216339124354965,1.3883652834129943,-0.8545449529983415,0.4954324159779331,-1.6555973243508,2022-01-01 23:00:00,On,On,Tuesday,No,78.39420777459377,2022-01-01 23:00:00
0.6162522958336226,0.09380027322570962,0.11737083704843401,1.193716300372483,0.3944636842389365,2022-01-02 00:00:00,On,Off,Wednesday,No,87.84164465666763,2022-01-02 00:00:00
-0.8485841872563714,1.450930815829772,-1.5951673503697885,1.193716300372483,-0.7122160514196672,2022-01-02 01:00:00,Off,On,Tuesday,Yes,72.92984426206768,2022-01-02 01:00:00
0.7157595663599118,0.8505534284851348,0.697955465937211,1.5428582425697581,1.0202480648287187,2022-01-02 02:00:00,On,On,Thursday,No,86.66909405376278,2022-01-02 02:00:00
0.5600468743184134,-0.24253506002550626,-1.2973382132757831,0.8445743581752081,-1.3944230801633328,2022-01-02 03:00:00,Off,On,Thursday,No,80.41142775984329,2022-01-02 03:00:00
-1.115156266070711,1.3458901657540863,-0.7299860464004273,-0.551993410613892,1.1875434229519095,2022-01-02 04:00:00,Off,On,Tuesday,Yes,64.21209800102363,2022-01-02 04:00:00
-0.6212093770892271,0.07968243931178703,0.5184565355257887,-0.9011353528111669,0.35894297393046265,2022-01-02 05:00:00,Off,On,Tuesday,No,74.16033755004982,2022-01-02 05:00:00
1.3731063091672298,-1.596341606772652,1.342987544327025,0.14629047378065807,1.0680063535082682,2022-01-02 06:00:00,On,On,Tuesday,Yes,81.04958057295511,2022-01-02 06:00:00
-1.4631054651974704,0.6754944625933325,-1.3991843950365495,-1.250277295008442,0.7701486571349403,2022-01-02 07:00:00,On,Off,Saturday,No,70.30817192579988,2022-01-02 07:00:00
0.8759214586776749,-1.2278164649610963,-0.030403437431371153,1.5428582425697581,-1.1996822691504705,2022-01-02 08:00:00,On,Off,Thursday,No,82.28439185280472,2022-01-02 08:00:00
-1.5371651464927283,0.5578179733293107,-1.6081546095804782,0.4954324159779331,-1.688559043057989,2022-01-02 09:00:00,Off,On,Saturday,No,59.847392688307885,2022-01-02 09:00:00
0.8227267477263278,-0.28883845048846724,1.305899910824834,-0.20285146841661691,-1.5959975952302174,2022-01-02 10:00:00,On,Off,Tuesday,Yes,82.50403686398842,2022-01-02 10:00:00
0.861628164075793,-1.5268545471359856,-1.1961593402018684,1.5428582425697581,-0.7969606499892442,2022-01-02 11:00:00,On,Off,Monday,Yes,82.78244589126273,2022-01-02 11:00:00
-0.3184235967411332,1.0217263981123923,1.2150550244757472,0.8445743581752081,0.6781413198298806,2022-01-02 12:00:00,Off,Off,Tuesday,Yes,74.67411328167944,2022-01-02 12:00:00
1.7393488302092446,0.9331383093713576,1.4712832544526175,-1.5994192372057168,1.2257837636885685,2022-01-02 13:00:00,On,Off,Thursday,No,86.88913818269737,2022-01-02 13:00:00
-0.16246323528002518,-0.366302819635209,0.5372567472721069,0.8445743581752081,-1.5427070959318394,2022-01-02 14:00:00,On,Off,Saturday,Yes,78.54242641942929,2022-01-02 14:00:00
-1.0873975752453813,0.3802980650624197,1.5919231296581802,-0.20285146841661691,0.5816959212514935,2022-01-02 15:00:00,On,On,Monday,Yes,77.22845715853467,2022-01-02 15:00:00
-0.5169448802940607,0.8193114989402637,0.05937412062003756,0.8445743581752081,-0.7850071291051752,2022-01-02 16:00:00,On,Off,Saturday,Yes,73.73515145603137,2022-01-02 16:00:00
0.7639368854698222,-0.26713335325472237,-0.705822372589395,1.193716300372483,0.213258823630099,2022-01-02 17:00:00,On,Off,Saturday,Yes,91.84340824868656,2022-01-02 17:00:00
-0.4964580794204584,0.8756974393896005,-0.028349438808950203,-0.9011353528111669,1.0670995697558145,2022-01-02 18:00:00,Off,Off,Thursday,No,73.35070513237227,2022-01-02 18:00:00
-1.5750129895898086,-0.5257896631216308,-1.33838474787015,1.193716300372483,0.6127390831223556,2022-01-02 19:00:00,Off,On,Monday,Yes,66.20209750906106,2022-01-02 19:00:00
-0.6428779994129794,-1.44542294353674,-1.0981156590582943,0.4954324159779331,0.05971250958556283,2022-01-02 20:00:00,Off,On,Friday,Yes,77.85177634998958,2022-01-02 20:00:00
1.7655233783064668,0.6813224209594259,0.05793161528617078,-0.9011353528111669,0.11121006728507818,2022-01-02 21:00:00,On,Off,Monday,No,90.98147610427824,2022-01-02 21:00:00
-0.7416783127994712,-1.7660924587165097,-1.1703878932609268,0.8445743581752081,-0.1993096433896015,2022-01-02 22:00:00,On,On,Monday,Yes,81.91707933111346,2022-01-02 22:00:00
-0.12839937531692708,0.42818155815539183,0.575809117808552,0.4954324159779331,0.7398398648932663,2022-01-02 23:00:00,Off,On,Tuesday,Yes,70.22461753933254,2022-01-02 23:00:00
0.8360826866670613,-1.0729940116261651,-1.6479199246655398,0.4954324159779331,0.8056025616826669,2022-01-03 00:00:00,Off,On,Saturday,No,88.73376918202806,2022-01-03 00:00:00
1.5711061639687558,0.40554101986586655,-0.9226171675865148,-0.9011353528111669,-0.9689294285535947,2022-01-03 01:00:00,Off,Off,Thursday,Yes,76.55502512631448,2022-01-03 01:00:00
-1.1384511898611676,0.01682175995922419,0.05125164398374768,-0.20285146841661691,-0.6047771687803852,2022-01-03 02:00:00,Off,Off,Tuesday,No,62.05505493579667,2022-01-03 02:00:00
-1.007893498808721,0.22884148152750963,1.4537093021746297,0.4954324159779331,-1.1188864608707914,2022-01-03 03:00:00,Off,Off,Friday,No,62.00189386466329,2022-01-03 03:00:00
-1.2898392109473436,-1.383540444329698,1.2391513048070186,1.5428582425697581,-0.1840574374822467,2022-01-03 04:00:00,On,On,Tuesday,Yes,80.45212742101157,2022-01-03 04:00:00
-1.0210843808157437,-0.18280209439421283,-0.6051600376815637,0.14629047378065807,-0.3269436979197691,2022-01-03 05:00:00,Off,Off,Monday,No,64.71822006448231,2022-01-03 05:00:00
1.7545315151465584,1.3380938889512262,1.2650432712508561,1.193716300372483,-1.166164235655665,2022-01-03 06:00:00,On,Off,Friday,Yes,91.87196450897233,2022-01-03 06:00:00
-0.8871906663785488,-0.019613545141171945,1.3971098979470704,0.4954324159779331,-1.665127347041434,2022-01-03 07:00:00,Off,On,Saturday,No,69.69226303092958,2022-01-03 07:00:00
-1.3689257902453065,0.8585640400459077,1.3763389237293338,0.8445743581752081,1.1296483160304653,2022-01-03 08:00:00,Off,Off,Tuesday,No,63.85097612559908,2022-01-03 08:00:00
0.01452198650403841,-0.21244724245519572,-0.22730469873922204,-1.250277295008442,-1.4823098261932912,2022-01-03 09:00:00,Off,Off,Thursday,Yes,68.80528577996184,2022-01-03 09:00:00
-0.14841064017123842,-0.9813788310197642,0.657022672833184,-0.551993410613892,0.7091310528399144,2022-01-03 10:00:00,Off,Off,Thursday,Yes,76.30130928798148,2022-01-03 10:00:00
0.8333392518187442,-1.3755258315070096,-1.08382329015271,-0.9011353528111669,0.2895530841899939,2022-01-03 11:00:00,Off,On,Saturday,No,84.03868416047865,2022-01-03 11:00:00
0.43288272437166314,-0.5430417545884829,-1.6004730365568445,-1.250277295008442,-0.040393131452509744,2022-01-03 12:00:00,Off,Off,Monday,No,77.67379217139589,2022-01-03 12:00:00
0.4333295183998682,-0.3888863254655361,-1.39191285853938,0.8445743581752081,-1.5533551596394233,2022-01-03 13:00:00,Off,Off,Sunday,Yes,78.9122501589774,2022-01-03 13:00:00
-1.2274323991823473,-0.23983345320765712,0.16115104340579764,1.5428582425697581,0.6432606297304866,2022-01-03 14:00:00,Off,Off,Tuesday,Yes,64.04242487840129,2022-01-03 14:00:00
0.14132566098945745,0.7642466035456026,-0.5178947045216226,-1.5994192372057168,1.4431355103120422,2022-01-03 15:00:00,Off,Off,Tuesday,No,78.18728130362722,2022-01-03 15:00:00
-1.332620605312983,0.4950245437934736,0.10269591623245304,0.8445743581752081,0.23502929711291728,2022-01-03 16:00:00,Off,On,Tuesday,No,63.39384819262403,2022-01-03 16:00:00
-1.217370832652742,-0.3967903048818655,0.5567010180245644,1.193716300372483,-0.8530331454318892,2022-01-03 17:00:00,On,Off,Sunday,No,76.1061781008304,2022-01-03 17:00:00
-0.1693713275689541,0.3744018478848735,0.456447473516889,1.5428582425697581,1.0940374164231357,2022-01-03 18:00:00,Off,Off,Monday,Yes,60.14423797781192,2022-01-03 18:00:00
-0.24380872053752464,-0.9874373172949973,1.2049036121137677,0.4954324159779331,-0.4779085097413288,2022-01-03 19:00:00,On,Off,Thursday,No,80.19264551142784,2022-01-03 19:00:00
0.8304185385655328,0.6437456652766487,-1.2382196606108617,0.8445743581752081,1.4287719816152389,2022-01-03 20:00:00,On,On,Wednesday,Yes,86.22364506793032,2022-01-03 20:00:00
-1.4975891496186586,0.36539686895110934,1.167255563840213,-0.20285146841661691,-0.6677738330594971,2022-01-03 21:00:00,Off,On,Friday,No,53.26327834004948,2022-01-03 21:00:00
-0.7738393022939828,-0.16963281712922385,-1.2697956649296598,0.4954324159779331,0.5982662169591557,2022-01-03 22:00:00,Off,Off,Monday,Yes,64.963183670906,2022-01-03 22:00:00
