Temperature,Humidity,SquareFootage,Occupancy,RenewableEnergy,Timestamp,HVACUsage,LightingUsage,Holiday,EnergyConsumption,Timestamp.1,isWeekend
0.0555143621265544,-0.2306415228319054,0.2277047803675518,0.146290473780658,-1.4137222634636886,2022-01-01 00:00:00,1,0,0,75.36437339539214,2022-01-01 00:00:00,0
0.9697376417302148,1.037096353404192,-0.3086902614282577,-1.250277295008442,0.7662916494766662,2022-01-01 01:00:00,1,1,0,83.40185495035139,2022-01-01 01:00:00,1
1.3127635576350614,1.58694187489485,0.8868713936572734,-0.9011353528111667,-0.9572842078256292,2022-01-01 02:00:00,0,0,0,78.27088774061066,2022-01-01 02:00:00,1
-1.7286813544280248,0.5844313689569034,-0.1655926869169256,-1.250277295008442,-0.7446472384105829,2022-01-01 03:00:00,0,1,0,56.51985048548002,2022-01-01 03:00:00,0
-0.6646844856762678,0.7053740805448987,-1.4081091116905793,1.542858242569758,-1.3797156328203806,2022-01-01 04:00:00,1,0,0,70.81173246793318,2022-01-01 04:00:00,0
1.6202161170032148,-1.0066360985833036,1.2892452393201923,0.4954324159779331,0.2852902600718586,2022-01-01 05:00:00,0,0,1,84.32188519433718,2022-01-01 05:00:00,1
0.0525989976291846,-1.1375448731057172,0.3709960216675746,0.4954324159779331,1.0446541965061464,2022-01-01 06:00:00,1,0,1,76.16579090213895,2022-01-01 06:00:00,0
-0.6345356328739863,-1.6108120491576343,0.4644974903633212,1.193716300372483,1.4167163053359937,2022-01-01 07:00:00,0,0,1,74.1319061773031,2022-01-01 07:00:00,0
0.1445893320889971,0.117908887432545,-0.9010271452978702,0.4954324159779331,-1.467157145891554,2022-01-01 08:00:00,1,0,0,78.20623587095885,2022-01-01 08:00:00,1
-0.9767392709797388,-1.524073947426206,0.7124034773591317,-1.250277295008442,1.6023782337797046,2022-01-01 09:00:00,1,0,0,77.99221370196022,2022-01-01 09:00:00,0
1.087237609587242,-1.0504184839527757,-0.5501190349955636,-0.9011353528111667,-1.6908427209142014,2022-01-01 10:00:00,0,0,1,82.27443448386548,2022-01-01 10:00:00,0
-0.5499975142156319,-1.746176199517978,0.3620362540701097,0.4954324159779331,0.5029701743308472,2022-01-01 11:00:00,1,1,1,73.27866950427382,2022-01-01 11:00:00,0
0.1434921854757175,0.2590367971458272,-0.8860771987690287,-1.250277295008442,0.7624089762144128,2022-01-01 12:00:00,1,0,1,84.14477565753458,2022-01-01 12:00:00,0
-1.7363456669523625,-0.4150226328731984,1.0614882955169729,-0.9011353528111667,-1.0007230525966473,2022-01-01 13:00:00,0,0,1,60.0225185622203,2022-01-01 13:00:00,0
0.6170132348561178,-0.951013434120563,-0.2785658778258402,0.4954324159779331,-0.3498912727079853,2022-01-01 14:00:00,0,0,1,81.18318756246354,2022-01-01 14:00:00,0
-1.0163476409596808,1.2571008565507475,-1.2323186280506344,1.193716300372483,-0.4841299429824213,2022-01-01 15:00:00,0,1,0,74.081256288494,2022-01-01 15:00:00,1
1.531883352233919,1.357515482664507,0.4190770920557152,-1.5994192372057168,0.0367425665018866,2022-01-01 16:00:00,1,1,0,89.4982076601557,2022-01-01 16:00:00,0
-0.4371747257713566,-0.3698999166463667,-0.2999132540512342,-1.250277295008442,-1.280338546641436,2022-01-01 17:00:00,1,0,1,72.87244263642421,2022-01-01 17:00:00,1
0.8965701777646937,0.2087013599774217,1.1521905096402203,1.542858242569758,0.5212061029948479,2022-01-01 18:00:00,1,0,0,83.8998965998896,2022-01-01 18:00:00,0
0.934377761625764,-1.0869647002761231,-0.862020947606164,-0.2028514684166169,-0.7189497244820704,2022-01-01 19:00:00,1,1,1,82.07757940317406,2022-01-01 19:00:00,0
1.3130166745171528,1.7072331024714948,-1.0017901637141278,1.542858242569758,-0.3922459690952788,2022-01-01 20:00:00,1,1,1,94.236287728335,2022-01-01 20:00:00,0
-1.3687211665232548,-1.759017100024559,0.6141809068862737,-0.551993410613892,-0.0704233840208453,2022-01-01 21:00:00,0,0,1,59.672380432970826,2022-01-01 21:00:00,1
-0.6986967572011975,-0.2063537528202299,-0.9426084912919006,-1.250277295008442,-1.2389080694050028,2022-01-01 22:00:00,0,0,0,70.23522761734993,2022-01-01 22:00:00,1
-0.0821633912435496,1.3883652834129945,-0.8545449529983415,0.4954324159779331,-1.6555973243508,2022-01-01 23:00:00,1,1,0,78.39420777459377,2022-01-01 23:00:00,0
0.6162522958336226,0.0938002732257096,0.117370837048434,1.193716300372483,0.3944636842389365,2022-01-02 00:00:00,1,0,0,87.84164465666763,2022-01-02 00:00:00,0
-0.8485841872563714,1.450930815829772,-1.5951673503697883,1.193716300372483,-0.7122160514196672,2022-01-02 01:00:00,0,1,1,72.92984426206768,2022-01-02 01:00:00,0
